NODE_9_length_9095_cov_1.230709	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Paracoccaceae bacterium; 
NODE_791_length_2407_cov_0.843421	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_851_length_2359_cov_15.807796	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; environmental samples; uncultured Prochlorococcus marinus clone ASNC2150; 
NODE_864_length_2343_cov_1.015343	cellular organisms; Bacteria; unclassified Bacteria; bacterium TMED46; 
NODE_988_length_2225_cov_1.138227	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1025_length_2194_cov_2.536526	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_1043_length_2184_cov_1.007778	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; unclassified Candidatus Actinomarina; Candidatus Actinomarina sp. HD9-500m-PIT-SAG01; 
NODE_1106_length_2147_cov_1.773762	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_1171_length_2106_cov_0.709955	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Alphaproteobacteria incertae sedis; SAR116 cluster; Candidatus Puniceispirillum; unclassified Candidatus Puniceispirillum; Candidatus Puniceispirillum sp. TMED52; 
NODE_1287_length_2046_cov_3.106826	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_1919_length_1788_cov_1.267911	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Kordiimonadales; unclassified Kordiimonadales; Kordiimonadales bacterium; 
NODE_2053_length_1755_cov_1.343980	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_2143_length_1730_cov_0.719276	Viruses; environmental samples; uncultured marine virus; 
NODE_2201_length_1716_cov_0.741976	Viruses; environmental samples; uncultured marine virus; 
NODE_2454_length_1656_cov_1.023545	
NODE_2754_length_1589_cov_2.059508	Viruses; environmental samples; uncultured marine virus; 
NODE_2793_length_1583_cov_1.140797	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Lingvirus; Lingvirus PGSP1; Prochlorococcus phage P-GSP1; 
NODE_2894_length_1565_cov_0.733658	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Rhodobacter; 
NODE_3194_length_1513_cov_1.653680	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_3205_length_1512_cov_1.072202	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_3320_length_1496_cov_2.988313	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_3408_length_1483_cov_1.588496	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_3460_length_1476_cov_0.810230	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_3524_length_1467_cov_1.758955	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_3604_length_1457_cov_0.901504	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium TMED96; 
NODE_3699_length_1441_cov_1.237443	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_3806_length_1430_cov_1.026861	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; 
NODE_3859_length_1425_cov_0.634823	Viruses; environmental samples; uncultured virus; 
NODE_3982_length_1408_cov_0.916472	
NODE_4384_length_1363_cov_0.831715	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Tepidibacter; Tepidibacter formicigenes; 
NODE_4577_length_1344_cov_0.619556	
NODE_5080_length_1300_cov_2.847400	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_5231_length_1288_cov_0.763997	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
NODE_5305_length_1283_cov_0.880623	Viruses; environmental samples; uncultured marine virus; 
NODE_5415_length_1275_cov_0.559233	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_5690_length_1253_cov_0.553286	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_5777_length_1245_cov_2.442755	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_5808_length_1243_cov_1.172043	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium TMED271; 
NODE_5896_length_1236_cov_0.791704	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_5930_length_1233_cov_0.653707	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; 
NODE_6008_length_1228_cov_1.008174	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_6092_length_1223_cov_1.020985	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Kanaloavirus; unclassified Kanaloavirus; Kanaloavirus sp.; 
NODE_6099_length_1223_cov_0.581204	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Cryomorphaceae; unclassified Cryomorphaceae; Cryomorphaceae bacterium; 
NODE_6218_length_1215_cov_0.721507	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_6236_length_1214_cov_0.800368	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_6300_length_1210_cov_0.762696	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; unclassified Hyphomicrobiales; Rhizobiales bacterium TMED168; 
NODE_6424_length_1201_cov_2.259777	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_6534_length_1195_cov_0.958801	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A3; 
NODE_6658_length_1188_cov_0.859566	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; environmental samples; uncultured marine gamma proteobacterium EBAC20E09; 
NODE_6736_length_1183_cov_0.928030	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_6763_length_1182_cov_0.436967	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_6844_length_1177_cov_0.795238	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Lipsvirus; 
NODE_7093_length_1164_cov_0.937319	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eurybiavirus; unclassified Eurybiavirus; Eurybiavirus sp.; 
NODE_7171_length_1160_cov_1.034850	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_7294_length_1153_cov_1.037037	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_7322_length_1151_cov_1.542969	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eurybiavirus; Eurybiavirus PHM2; Prochlorococcus phage P-HM2; 
NODE_7379_length_1148_cov_2.206660	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_7394_length_1148_cov_0.434868	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_7412_length_1147_cov_0.717647	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_7428_length_1146_cov_0.729146	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; 
NODE_7528_length_1141_cov_0.879684	Viruses; environmental samples; uncultured marine virus; 
NODE_7699_length_1132_cov_0.683582	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_7789_length_1127_cov_1.007000	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_7847_length_1124_cov_0.590772	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Acidimicrobiia; Acidimicrobiales; unclassified Acidimicrobiales; Acidimicrobiales bacterium; 
NODE_7910_length_1121_cov_0.480885	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_8148_length_1109_cov_1.066191	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_8159_length_1109_cov_0.559063	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_8252_length_1105_cov_0.651329	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_8353_length_1101_cov_0.435318	cellular organisms; Bacteria; FCB group; Candidatus Marinimicrobia; Candidatus Marinimicrobia bacterium; 
NODE_8398_length_1099_cov_0.644033	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; 
NODE_8411_length_1098_cov_0.739444	Viruses; unclassified viruses; unclassified DNA viruses; unclassified dsDNA viruses; Prokaryotic dsDNA virus sp.; 
NODE_8651_length_1088_cov_0.781478	
NODE_8925_length_1076_cov_0.323498	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_9051_length_1070_cov_3.144221	Viruses; environmental samples; uncultured marine virus; 
NODE_9089_length_1069_cov_0.964968	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_9153_length_1067_cov_0.491489	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonas; Pelagomonas calceolata; 
NODE_9275_length_1061_cov_0.602784	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_9288_length_1060_cov_0.997856	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; 
NODE_9439_length_1054_cov_0.924488	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_9517_length_1051_cov_1.441558	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_9538_length_1051_cov_0.299784	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A4; 
NODE_9621_length_1047_cov_0.521739	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Halieaceae; Luminiphilus; Luminiphilus syltensis; 
NODE_9729_length_1043_cov_0.490175	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_9787_length_1040_cov_1.131435	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A1; 
NODE_9889_length_1037_cov_0.461538	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Pseudomonadota bacterium; 
NODE_9900_length_1036_cov_1.103410	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; 
NODE_10016_length_1032_cov_2.683978	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_10030_length_1032_cov_0.906077	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; 
NODE_10047_length_1031_cov_0.890487	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_10239_length_1024_cov_2.936455	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_10406_length_1019_cov_0.607623	cellular organisms; Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Candidatus Thermoprofundales; Marine Group III euryarchaeote CG-Epi6; 
NODE_10625_length_1011_cov_0.730769	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium TMED201; 
NODE_10703_length_1008_cov_0.598184	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; 
NODE_10840_length_1004_cov_0.741163	cellular organisms; Bacteria; FCB group; Candidatus Marinimicrobia; Candidatus Marinimicrobia bacterium; 
NODE_10937_length_1000_cov_2.978236	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_65_length_4903_cov_2.035385	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_110_length_4272_cov_1.667069	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_204_length_3676_cov_1.403494	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_261_length_3426_cov_1.401637	Viruses; environmental samples; uncultured marine virus; 
NODE_302_length_3230_cov_1.577506	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_349_length_3085_cov_1.488506	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_502_length_2789_cov_2.535312	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_509_length_2778_cov_1.136929	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_614_length_2644_cov_3.845054	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_634_length_2621_cov_1.214114	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_654_length_2588_cov_0.735067	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_671_length_2566_cov_1.350964	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; unclassified Bacteroidota; Bacteroidota bacterium; 
NODE_728_length_2482_cov_1.814437	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; Candidatus Actinomarineae; Candidatus Actinomarinaceae; Candidatus Actinomarina; Candidatus Actinomarina minuta; 
NODE_812_length_2390_cov_1.354397	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_859_length_2350_cov_1.048133	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_909_length_2293_cov_1.652816	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter; Candidatus Pelagibacter sp. HIMB1321; 
NODE_950_length_2260_cov_1.942335	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_984_length_2231_cov_1.021388	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_1039_length_2188_cov_1.202329	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_1049_length_2179_cov_0.968324	cellular organisms; Bacteria; unclassified Bacteria; bacterium; 
NODE_1172_length_2105_cov_1.370071	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_1264_length_2059_cov_0.797619	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_1403_length_1989_cov_1.759398	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_1536_length_1932_cov_0.858172	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_1594_length_1907_cov_0.702247	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_1643_length_1886_cov_1.856737	Viruses; environmental samples; uncultured marine virus; 
NODE_1719_length_1853_cov_0.782735	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1746_length_1843_cov_0.875291	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_1838_length_1813_cov_0.896797	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_1923_length_1787_cov_0.985542	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1937_length_1784_cov_1.818950	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_1951_length_1779_cov_3.167070	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; 
NODE_1962_length_1777_cov_0.765455	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_2022_length_1763_cov_0.669927	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_2071_length_1750_cov_1.730129	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_2177_length_1722_cov_4.131661	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A2; 
NODE_2190_length_1717_cov_1.082390	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Pseudomonadota bacterium; 
NODE_2270_length_1699_cov_1.745547	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_2279_length_1696_cov_0.841300	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_2324_length_1686_cov_1.966645	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; 
NODE_2400_length_1670_cov_0.683733	
NODE_2836_length_1576_cov_0.782609	
NODE_3219_length_1509_cov_3.536179	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_3350_length_1493_cov_0.787701	cellular organisms; Bacteria; Terrabacteria group; Chloroflexota; Chloroflexota incertae sedis; SAR202 cluster; SAR202 cluster bacterium; 
NODE_3387_length_1486_cov_0.919794	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_3494_length_1470_cov_3.256143	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_3505_length_1470_cov_0.630678	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_3580_length_1459_cov_2.584835	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_3658_length_1448_cov_1.202877	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_3752_length_1435_cov_1.619266	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_3765_length_1434_cov_0.882173	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_3839_length_1426_cov_5.757506	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_3865_length_1424_cov_0.880493	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_3910_length_1419_cov_1.177245	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_4010_length_1405_cov_1.065728	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; 
NODE_4086_length_1395_cov_1.354890	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_4103_length_1393_cov_9.625592	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; 
NODE_4128_length_1390_cov_1.308789	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eurybiavirus; Eurybiavirus PHM2; Prochlorococcus phage P-HM2; 
NODE_4312_length_1370_cov_0.950121	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_4418_length_1358_cov_5.586515	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; 
NODE_4538_length_1347_cov_6.698361	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp. AH-736-P13; 
NODE_4572_length_1344_cov_0.857025	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_4594_length_1342_cov_0.790947	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_4627_length_1339_cov_1.312706	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
